"address";"degree_total";"degree_new";"samporder"
"http://www.cybercook.com.br/receita-de-petisco-de-batata-cheddar-e-bacon-r-16-107166.html";39;0;228
"http://www.cybercook.com.br/receitas/chocolate";116;1;229
"http://www.cybercook.com.br/receita-de-zuppa-inglese-r-7-4136.html";50;4;230
"http://www.cybercook.com.br/receita-de-arroz-de-forno-r-16-4294.html";52;3;231
"http://www.cybercook.com.br/receita-de-pao-caseiro-delicioso-e-baratissimo-r-14-21464.html";44;2;232
"http://www.cybercook.com.br/receitas/raspas-de-limao";116;17;233
"http://www.cybercook.com.br/receita-de-file-de-frango-com-molho-de-requeijao-r-4-3545.html";51;1;234
"http://www.cybercook.com.br/receita-de-codorna-ao-molho-de-trufas-negras-e-ravioli-de-cogumelo-r-5-106980.html";44;4;235
"http://www.cybercook.com.br/receita-de-frango-xadrez-r-4-786.html";56;2;236
"http://www.cybercook.com.br/receitas/team";116;0;237
"http://www.cybercook.com.br/receita-de-musse-de-mel-r-7-71041.html";40;2;238
"/bolo-de-milho-r-12-1641.html";0;0;239
"http://www.cybercook.com.br/receita-de-receita-de-bolo-de-chocolate-simples-r-12-6070.html";56;0;240
"http://www.cybercook.com.br/receita-de-moqueca-capixaba-r-6-868.html";49;2;241
"http://www.cybercook.com.br/receita-de-maionese-do-sul-r-1-92795.html";40;0;242
"http://www.cybercook.com.br/receitas/receitas-de-almondega";116;15;243
"http://www.cybercook.com.br/receita-de-prato-mi-mi-mi-r-3-119251.html";49;4;244
"receitas/sorvetes";0;0;245
"http://www.cybercook.com.br/receita-de-bolo-de-mandioca-r-12-15814.html";44;0;246
"http://www.cybercook.com.br/receita-de-pacoca-de-amendoim-r-7-9248.html";46;0;247
"http://www.cybercook.com.br/receita-de-aletria-r-7-50825.html";46;3;248
"/receitas/Ravioli";0;0;249
"http://www.cybercook.com.br/receita-de-lasanha-de-queijo-e-presunto---muito-rapida-r-5-3969.html";52;0;250
"http://www.cybercook.com.br/receita-de-chutney-de-manga-r-10-98641.html";44;2;251
"http://www.cybercook.com.br/receita-de-panqueca-americana-cafe-da-manha-r-5-17445.html";38;0;252
"http://www.cybercook.com.br/receitas-com-fotos-m-210-1278.html";27;2;253
"http://www.cybercook.com.br/receitas/mandarino";102;5;254
"http://www.cybercook.com.br/receita-de-file-de-merluza-assado-r-6-6130.html";51;2;255
"http://www.cybercook.com.br/receita-de-bolinho-de-carne-moida-facil-r-3-16596.html";43;0;256
"http://www.cybercook.com.br/receita-de-doce-de-fuba-r-7-94484.html";40;0;257
"/receita-de-bolo-m-206-1238.html";0;0;258
"http://www.cybercook.com.br/receitas/comida-inglesa";116;2;259
"http://www.cybercook.com.br/receita-de-tangerina-vermelha-r-99-88066.html";31;4;260
"http://www.cybercook.com.br/receita-de-almondegas-aceboladas-r-3-11619.html";43;1;261
"http://www.cybercook.com.br/receita-de-cuscuz-de-atum-no-microondas-r-13-2218.html";57;0;262
"http://www.cybercook.com.br/escondidinho-r-3-1757.html";46;2;263
"http://www.cybercook.com.br/receita-de-espetinho-de-frango-r-4-11611.html";45;4;264
"http://www.cybercook.com.br/torta-holandesa-r-7-1616.html";55;3;265
"http://www.cybercook.com.br/receita-de-bolo-de-batata-doce-r-12-84679.html";41;0;266
"http://www.cybercook.com.br/receita-de-chutney-de-damasco-com-queijo-brie-r-10-113006.html";44;2;267
"http://www.cybercook.com.br/receita-de-guia-pratico-da-pasta-americana-r-7-68488.html";40;0;268
"http://www.cybercook.com.br/receita-de-risoto-a-piemontese-r-8-461.html";50;4;269
"http://www.cybercook.com.br/receita-de-torta-de-liquidificador-r-13-t-59-1857.html";59;2;270
"http://www.cybercook.com.br/receitas/receitas-de-glace";116;19;271
"/receitas/molhos-especiais";0;0;272
"http://www.cybercook.com.br/receitas/queijo";116;11;273
"http://www.cybercook.com.br/receita-de-arroz-de-forno-super-pratico-e-rapido-r-16-110337.html";46;0;274
"http://www.cybercook.com.br/receita-de-taca-de-goiabada-e-tapioca-r-7-17261.html";47;5;275
"http://www.cybercook.com.br/receitas/cheddar";116;15;276
"http://www.cybercook.com.br/receitas/caramelo";116;19;277
"http://www.cybercook.com.br/receita-de-brigadeiro-de-caramelo-r-7-120341.html";42;2;278
"http://www.cybercook.com.br/receitas/bolo";116;2;279
"http://www.cybercook.com.br/receita-de-cupcake-de-mandioca-com-recheio-de-batata-doce-r-12-116324.html";41;1;280
"http://www.cybercook.com.br/receitas/receitas-de-cookies";116;17;281
"http://www.cybercook.com.br/receitas/receitas-de-cuscuz";116;16;282
"http://www.cybercook.com.br/receita-de-lasanha-de-frango-com-molho-branco-r-5-t-59-14002.html";54;0;283
"http://www.cybercook.com.br/receita-de-paella-pratica-r-6-110115.html";49;2;284
"http://www.cybercook.com.br/receita-de-iogurte-grego-caseiro-r-7-109743.html";53;2;285
"http://www.cybercook.com.br/receitas/iogurte";116;8;286
"http://www.cybercook.com.br/receita-de-cookies-de-chocolate-r-7-15138.html";45;0;287
"receitas/lanches";0;0;288
"http://www.cybercook.com.br/receitas/cozinha-saudavel";116;2;289
"http://www.cybercook.com.br/receita-de-macarrao-ao-creme-de-abobora-com-requeijao-r-5-118465.html";49;4;290
"http://www.cybercook.com.br/receita-de-cubinhos-de-chocolate-e-uva-r-7-113007.html";42;1;291
"http://www.cybercook.com.br/receita-de-sufle-de-queijo-r-16-179.html";47;2;292
"/receitas/biscoitos-salgados";0;0;293
"http://www.cybercook.com.br/receitas/lula";116;15;294
"http://www.cybercook.com.br/receita-de-brownie-tradicional-r-12-114061.html";42;0;295
"http://www.cybercook.com.br/receita-de-fruta-laminada-e-glaceada-com-crocante-de-bolacha-maria-torrada-e-natural-r-15-45090.html";45;5;296
"http://www.cybercook.com.br/receita-de-escondidinho-de-camarao-do-bar-original-r-6-12646.html";56;3;297
"http://www.cybercook.com.br/receita-de-cobertura-para-bolo-glace-de-manteiga-italiano-r-12-58503.html";39;0;298
"http://www.cybercook.com.br/pure-de-batata-doce-r-16-8533.html";44;0;299
"http://www.cybercook.com.br/receita-de-gateau-de-comte-salade-de-poivron-rouge-marine-a-la-liveche-r-99-69254.html";0;0;300
"http://www.tudogostoso.com.br";70;70;1
"http://www.purepeople.com.br/";206;204;2
"/noticia/eleicoes-2016-camila-rodrigues-e-vista-de-maos-dadas-com-novo-namorado-fotos_a138251/1";0;0;3
"http://www.purepeople.com.br/famosos/fernanda-lima_p2504";69;61;4
"javascript:void(0)";0;0;5
"/famosos/lista/P/1";0;0;6
"/noticia/ivete-sangalo-vai-dar-suporte-tecnico-aos-quatro-jurados-do-the-voice-brasil_a138176/1";0;0;7
"/login";0;0;8
"/famosos/lucas-lucco_p3210";0;0;9
"/famosos/sheron-menezes_p2582";0;0;10
"http://www.cybercook.com.br";135;135;1
"receita-de-pao-de-batata-de-liquidificador-r-14-107971.html";0;0;2
"https://instagram.com/cybercookoficial/";0;0;3
"receita-de-coxinha-de-batata-doce-r-13-117811.html";0;0;4
"http://www.cybercook.com.br/receitas/oriente-medio";116;21;5
"http://www.cybercook.com.br/mapa.php";113;21;6
"http://www.cybercook.com.br/materia-nao-encontrada-m-0-0.html";135;0;7
"http://www.cybercook.com.br/receita-de-gelado-de-pessego-r-7-6262.html";43;16;8
"javascript:void(0)";0;0;9
"https://br.pinterest.com/cybercookbr/doces-e-sobremesas-desserts/";0;0;10
